"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1006337,"LAGOA DA VACA - Surubim - PE","Execução","Em relação à data prevista de conclusão da obra","Surubim","PE","55750000","LAGOA DA VACA","RURAL                                                                                               ","17573/2014","28/08/2018","Vigente",67.01,2014-12-30,2018-04-09,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942048.78,65.0000002701559
1018420,"Povoado Santo Antonio - São Benedito do Rio Preto - MA","Execução","Em relação à data prevista de conclusão da obra","São Benedito do Rio Preto","MA","65440000","Rua principal","Zona Rural","32799/2014","20/08/2018","Vigente",44.49,2017-06-20,2018-04-09,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021698.08,30.000000713518
1013610,"ESCOLA MUNICIPAL FIRMINO COELHO DE ARAÚJO - Palmeirante - TO","Execução","Em relação à data prevista de conclusão da obra","Palmeirante","TO","77798000","TO 335 KM 50","Assentamento Paciência                                                                              ","32444/2014","30/05/2018","Vigente",60.83,2014-07-10,2018-04-09,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",941774.57,59.9999996984416
1009751,"ESCOLA MUNICIPAL MONSENHOR DOMINGOS - Divinolândia de Minas - MG","Execução","Em relação à data prevista de conclusão da obra","Divinolândia de Minas","MG","39735000","Corrego Santa Cruz","Centro                                                                                              ","19579/2014","28/05/2018","Vigente",96.62,2017-12-15,2018-04-09,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",837424.7,90.0000012693679
1005159,"CRECHE NOVA CONQUISTA","Execução","Em relação à data prevista de conclusão da obra","Zé Doca","MA","65365000","RUA SÃO MARCOS","ZONA RURAL                                                                                          ","6511/2013","28/03/2019","Vigente",18.89,2017-07-17,2018-04-09,NA,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,14.9999998458961
25264,"Creche do Bairro Monsenhor Horta","Execução","Em relação à data prevista de conclusão da obra","Ibirité","MG","32400000"," Rua Tom Jobin","Piratininga","2782/2012","10/03/2019","Vigente",90.5,2014-07-23,2018-04-09,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1392833.34,80.0000003101592
1009146,"Creche tipo II","Execução","Em relação à data prevista de conclusão da obra","Brasópolis","MG","37530000","Travessa Faria e Souza / Rua Capitão Almeida Vergueiro","Aparecida                                                                                           ","7553/2013","30/09/2018","Vigente",5.3,2016-06-07,2018-04-09,NA,"Projeto 2 Convencional","Educação Básica","Construção",1201737.6,17.9877469588166
1017571,"PREFEITURA MUNICIPAL","Execução","Em relação à data prevista de conclusão da obra","Muribeca","SE","49780000","Rodovia SE -434, Pov. Varzea da Onça Zona de Expansão","Centro                                                                                              ","11055/2014","10/09/2018","Vigente",35.61,2017-01-17,2018-04-09,NA,"Projeto 2 Convencional","Educação Básica","Construção",1181161.45,43.0000005794297
1009672,"LOTEAMENTO MARIA BETANIA","Execução","Em relação à data prevista de conclusão da obra","Lagoa do Carro","PE","55820000","Rua 13","  LOTEAMENTO BETANIA                                                                                ","8224/2014","17/10/2018","Vigente",34.88,2017-06-13,2018-04-09,NA,"Projeto 1 Convencional","Educação Básica","Construção",1959902.26,28.7651824729632
1017576,"PAC - 02 CRECHE ESCOLA ","Execução","Em relação à data prevista de conclusão da obra","Nova Glória","GO","76305000","Rua 05","centro                                                                                              ","11059/2014","30/06/2018","Vigente",30.09,2016-04-11,2018-04-09,NA,"Projeto 2 Convencional","Educação Básica","Construção",1235496.43,30.0029047700074
1001753,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Execução","Em relação à data prevista de conclusão da obra","Codó","MA","65400000","Avenida Brasil, s/n","Santa Teresinha                                                                                     ","6004/2013","01/11/2018","Vigente",65.04,2016-06-13,2018-04-09,NA,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,62.9964320637694
1016672,"Supapo - Ensino Fundamental - Cantanhede - MA","Execução","Em relação à data prevista de conclusão da obra","Cantanhede","MA","65165000","Pov. Supapo","Área Rural","30046/2014","31/12/2018","Vigente",72.55,2014-11-18,2018-04-09,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",872614.86,67.9999992239417
1001754,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Execução","Em relação à data prevista de conclusão da obra","Codó","MA","65400000","RUA amazonas","TRIZIDELA                                                                                           ","6004/2013","01/11/2018","Vigente",47.16,2016-06-13,2018-04-09,NA,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,43.9964313184273
1017784,"CRECHE","Execução","Em relação à data prevista de conclusão da obra","Boa Vista","PB","58123000","Rua Eraldo Leite de Sousa","Centro                                                                                              ","11674/2014","29/11/2018","Vigente",35.2,2017-04-17,2018-04-09,NA,"Projeto 2 Convencional","Educação Básica","Construção",1193834.78,34.9999997135282
1017088,"JARDIM LUCIANA","Execução","Em relação à data prevista de conclusão da obra","Primavera do Leste","MT","78850000","RUA LUZ COM RUA BONITA","JARDIM LUCIANA                                                                                      ","10808/2014","30/12/2018","Vigente",24.2,2016-01-19,2018-04-08,NA,"Projeto 1 Convencional","Educação Básica","Construção",2013173.69,20.999999689843
1006707,"LOTEAMENTO RESIDENCIAL MARIA AMÉLIA","Execução","Em relação à data prevista de conclusão da obra","Catalão","GO","75700000","RUA RENATO COSTA ESPIRIDIÃO","LOTEAMENTO RESIDENCIAL MARIA AMÉLIA                                                                 ","7261/2013","24/11/2018","Vigente",34.19,2016-06-30,2018-04-08,NA,"Projeto 1 Convencional","Educação Básica","Construção",1891665.94,32.004623914092
1010772,"Escola Terreno Novo","Execução","Em relação à data prevista de conclusão da obra","Alto Bela Vista","SC","89730000","Rua B","Centro                                                                                              ","22389/2014","27/09/2018","Vigente",25.94,2017-10-23,2018-04-08,NA,"Espaço Educativo - 06 Salas","Educação Básica",NA,910048.52,20.0000006593055
27341,"ESCOLA 06 SALAS BAIRRO COHAB II","Execução","Em relação à data prevista de conclusão da obra","Sobral","CE","62051025","Rua São Jorge","Cohab II                                                                                            ","7420/2015","28/10/2018","Vigente",0.24,2016-04-15,2018-04-08,NA,"Espaço Educativo - 06 Salas","Educação Básica",NA,935773.96,15.0000005754595
1003130,"LOTEAMENTO FLAVIA - Souto Soares - BA","Execução","Em relação à data prevista de conclusão da obra","Souto Soares","BA","46990000","RUA SETE DE SETEMBRO","LOTEAMENTO FLAVIA                                                                                   ","16949/2014","29/05/2018","Vigente",82.09,2014-01-08,2018-04-07,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1019123.41,76.9999998109159
19586,"SANTO ANDRE","Execução","Em relação à data prevista de conclusão da obra","Santarém","PA",NA,NA,NA,"11562/2014","30/05/2018","Vigente",95.98,2016-06-01,2018-04-07,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",619185.51,99.9946703048715
1018257,"Escola José Teotônio da Cruz - Santarém - PB","Execução","Em relação à data prevista de conclusão da obra","Joca Claudino","PB","58928000","Sítio Montanhas","Zona Rural","33968/2014","20/12/2018","Vigente",48.93,2017-07-04,2018-04-07,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",222953.3,33.9999997129444
24778,"RUA NOVA","Execução","Em relação à data prevista de conclusão da obra","Caetés","PE","55360000","1ª TRAV MANOEL BROCA DE MORAES","RUA NOVA                                                                                            ","4001/2013","10/09/2018","Vigente",98.98,2015-03-24,2018-04-07,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1368894.64,97.000000154139
1016098,"Comunidade de Santo Antônio - Celso Ramos - SC","Execução","Em relação à data prevista de conclusão da obra","Celso Ramos","SC","88598000","localidade Santo Antônio","interior                                                                                            ","32324/2014","01/10/2018","Vigente",27.1,2017-10-09,2018-04-07,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",914328.78,25.0000006671561
13365,"703307 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - VICÊNCIA/PE","Execução","Em relação à data prevista de conclusão da obra","Vicência","PE","55850000","AV. José Roberto Coelho da Silveira",NA,"703307/2010",NA,"Vigente",81.01,2015-04-22,2018-04-06,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",616974.37,NA
32988,"CRECHE MUÇUMAGRO - João Pessoa - PB","Paralisada","Em relação à data prevista de conclusão da obra","João Pessoa","PB","58066222","Rua Maria Lívia Alves Coelho","Muçumagro","4096/2013","13/06/2018","Vigente",8.17,2013-09-02,2018-04-06,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1660089.89,24.9999998494057
31111,"PLANALTINA - SETOR AEROPORTO - 6º AO 9º E ENS. MÉDIO","Execução","Em relação à data prevista de conclusão da obra","Planaltina","GO","73751322","RUA 26 C/ RUA 11","Setor Aeroporto (Mutirão)","7416/2014","30/03/2019","Vigente",97.6,2013-10-31,2018-04-06,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3485090.35,84.9999994466428
1017538,"Almoxarifado","Execução","Em relação à data prevista de conclusão da obra","Dona Eusébia","MG","36784000","Rua Projetada","Jardim Liberdade                                                                                    ","11721/2014","31/12/2018","Vigente",26.36,2015-12-03,2018-04-06,NA,"Projeto 2 Convencional","Educação Básica","Construção",1201737.6,27.9959791402311
1011254,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data prevista de conclusão da obra","Coruripe","AL","57230000","Conjunto Deputado Nelson Simões Costa","Tercio Wanderley                                                                                    ","6328/2013","30/09/2018","Vigente",35.06,2015-10-16,2018-04-06,NA,"Projeto 1 Convencional","Educação Básica","Construção",1832567.58,30.7606571020048
20044,"creche Assis Brasil","Execução","Em relação à data prevista de conclusão da obra","Rio Grande","RS","96214400","Rua Juan Llopart","Vila Santa Rosa","1078/2011","30/03/2019","Vigente",46.79,2014-04-16,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1323191.11,49.9999997921691
29333,"DISTRITO DE STA ROSA","Execução","Em relação à data prevista de conclusão da obra","Formosa","GO","73801000","RUA SÃO MIGUEL","DISTRITO DE SANTA ROSA","7416/2014","30/03/2019","Vigente",97.88,2013-10-31,2018-04-06,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3485090.41,84.9999997048857
1010722,"EEF COMUNIDADE TRIANGULO - Chorozinho - CE","Execução","Em relação à data prevista de conclusão da obra","Chorozinho","CE","62875000","COMUNIDADE TRIANGULO","ZONA RURAL                                                                                          ","22352/2014","31/08/2018","Vigente",64.94,2015-09-16,2018-04-06,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3534000,64.0000000670062
1018471,"Terreno Escola Sem Peixe - Sem-Peixe - MG","Execução","Em relação à data prevista de conclusão da obra","Sem-Peixe","MG","35441000","Rua Maria Paiva Repolês","Centro","32818/2014","31/08/2018","Vigente",95.94,2014-12-23,2018-04-06,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020478.61,89.9999997804952
24494,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data prevista de conclusão da obra","Angra dos Reis","RJ","23954210","Avenida Francisco Magalhães de Castro","Parque Mambucaba (Mambucaba)","3022/2012","15/07/2018","Vigente",91.82,2014-12-29,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1394712.5,89.0000004095468
20050,"creche camping bairro Cassino","Execução","Em relação à data prevista de conclusão da obra","Rio Grande","RS","96205160","Rua São Borja","Cassino","1078/2011","30/03/2019","Vigente",68.02,2014-04-16,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1323099.57,67.9952222386245
19930,"Wirton Lira","Execução","Em relação à data prevista de conclusão da obra","Caruaru","PE","55000000","Rua Projetada 6","Cidade Alta                                                                                         ","192/2011","30/07/2018","Vigente",58.79,2017-02-01,2018-04-06,NA,"Projeto 2 Convencional","Educação Básica","Construção",1288750.66,51.2497506296138
24921,"PAC 2 - CRECHE/PRÉ-ESCOLA  ADALBERTO ","Execução","Em relação à data prevista de conclusão da obra","Guarapari","ES","29216000","RUA S","ADALBERTO SIMÃO NADER                                                                               ","11033/2014","26/09/2018","Vigente",30.77,2016-01-04,2018-04-06,NA,"Projeto 1 Convencional","Educação Básica","Construção",1839782.96,34.0777849273343
25215,"CEI Lot. Cattoni","Execução","Em relação à data prevista de conclusão da obra","Joinville","SC","89220002","Rua Inambu","Costa e Silva","3104/2012","01/09/2018","Vigente",75.71,2015-01-20,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1410751.38,59.0000002689347
1009868,"Sítio Queimada Grande - Caetés - PE","Execução","Em relação à data prevista de conclusão da obra","Caetés","PE","55360000","Sítio Queimada Grande","Caetés                                                                                              ","22566/2014","06/06/2018","Vigente",98.71,2014-07-28,2018-04-06,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",960647.37,91.0000001635356
1017901,"PAC 2 - CRECHE/PRÉ-ESCOLA  028 - Curitiba - PR","Execução","Em relação à data prevista de conclusão da obra","Curitiba","PR","81050180","Rua Affife Mansur","Novo Mundo                                                                                          ","11117/2014","30/06/2018","Vigente",78.56,2014-12-22,2018-04-06,NA,"Escola de Educação Infantil Tipo A","Educação Básica","Construção",1345247.54,75.0828602147081
31118,"FORMOSA - PARQUE LAGO - 6º AO 9º E ENS. MÉDIO","Execução","Em relação à data prevista de conclusão da obra","Formosa","GO","73813801","RUA 11 ESQ. C/RUA 65","Parque Lago","7416/2014","30/03/2019","Vigente",97.82,2013-10-31,2018-04-06,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3485090.35,84.9999997335794
32992,"PARATIBE 1 - João Pessoa - PB","Paralisada","Em relação à data prevista de conclusão da obra","João Pessoa","PB","58062305","Rua Sibipiruna","Paratibe","4096/2013","13/06/2018","Vigente",8.54,2013-09-02,2018-04-06,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1661073.89,24.999999849495
20075,"creche Nova Quinta","Execução","Em relação à data prevista de conclusão da obra","Rio Grande","RS",NA,NA,NA,"1078/2011","30/03/2019","Vigente",54.16,2014-04-16,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1321462.04,49.9999877067979
31092,"FORMOSA - PARQUE DA COLINA - 6º AO 9º E ENS. MÉDIO","Execução","Em relação à data prevista de conclusão da obra","Formosa","GO","73080076","RUA 23 C/ AV. A - RUA G C/ RUA 22","Parque da Colina I","7416/2014","30/03/2019","Vigente",97.51,2013-10-31,2018-04-06,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3485090.35,84.9999997335794
20087,"Creche ABC 9","Execução","Em relação à data prevista de conclusão da obra","Rio Grande","RS","96207290","Rua Gramado","Cassino","1078/2011","30/03/2019","Vigente",58.38,2014-04-16,2018-04-06,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1328243.05,59.9078316051013
18988,"AREA PROINFANCIA","Execução","Em relação à data prevista de conclusão da obra","Joaquim Távora","PR","86455000","RUA DOS IPÊS","Centro","1645/2011","21/07/2018","Vigente",98.63,2016-07-11,2018-04-06,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",616911.24,94.9999985954219
1014018,"NOVA IGRAPIÚNA - Igrapiúna - BA","Execução","Em relação à data prevista de conclusão da obra","Igrapiúna","BA","45443000","NOVA IGRAPIÚNA","NOVA IGRAPIUNA                                                                                      ","30136/2014","30/09/2018","Vigente",99.97,2014-12-22,2018-04-06,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244872,91.9999984971741
1006234,"Vale do Cerrado - Tabocas do Brejo Velho - BA","Execução","Em relação à data prevista de conclusão da obra","Tabocas do Brejo Velho","BA","47760000","Povoado Cabiceirinha","Zona Rural                                                                                          ","16951/2014","31/12/2018","Vigente",52.22,2017-04-11,2018-04-06,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1016005.76,50.0000001722431
6470,"700223 - Espaço Educativo Rural - 02 Salas - Uiramutã/RR","Paralisada","Em relação à data prevista de conclusão da obra","Uiramutã","RR","69358000",NA,NA,"700223/2008",NA,"Vigente",32.44,2010-09-08,2018-04-05,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",248430.44,NA
29057,"Construção de Creche/Escola infantil","Execução","Em relação à data prevista de conclusão da obra","São Joaquim do Monte","PE","55674970","AGC Santana de São Joaquim Rua do Centro, s/n","Santana de São Joaquim","700397/2011",NA,"Vigente",95.65,2015-05-18,2018-04-05,NA,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",657000,NA
1001917,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data prevista de conclusão da obra","Paraty","RJ","23970000","Rua A","Parque Verde                                                                                        ","11121/2014","30/11/2018","Vigente",35.51,2016-06-03,2018-04-05,NA,"Projeto 2 Convencional","Educação Básica","Construção",1419046.56,35.0083529796008
1018072,"EMEF BOA ESPERANÇA - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","VICINAL 0","ZONA RURAL","32129/2014","30/12/2018","Vigente",64.09,2015-10-29,2018-04-05,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133002.18,55.0000014962161
1001916,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Execução","Em relação à data prevista de conclusão da obra","Paraty","RJ","23970000","Rua José Bonifacio","Jabaquara                                                                                           ","11121/2014","30/11/2018","Vigente",17.13,2016-06-03,2018-04-05,NA,"Projeto 2 Convencional","Educação Básica","Construção",1419046.56,14.5941504164192
24618,"EMEI PARQUE DOS EUCALIPTOS","Execução","Em relação à data prevista de conclusão da obra","Gravataí","RS","94110357","RUA IGREJINHA, Esquina AV Estrela","Parque Ipiranga                                                                                     ","5569/2013","24/02/2019","Vigente",98.54,2017-02-24,2018-04-05,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1494292.81,90.948047190296
1009510,"EMEF HORAS ALEGRES - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","RAMAL DAS ARARAS","ZONA RURAL                                                                                          ","22299/2014","30/12/2018","Vigente",37.01,2017-09-15,2018-04-05,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133024.63,29.9999936402754
1005586,"CRECHE DO BAIRRO VERDES CAMPOS - Arapiraca - AL","Paralisada","Em relação à data prevista de conclusão da obra","Arapiraca","AL","57303000","RUA PROJETADA O1","VERDES CAMPOS                                                                                       ","6785/2013","30/07/2018","Vigente",82.04,2013-12-17,2018-04-05,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1394782.3,82.0000002867831
1012821,"Nossa Senhora de Fátima","Execução","Em relação à data prevista de conclusão da obra","Telêmaco Borba","PR","84264010","Avenida Euclides Bonifácio Londres","Nossa Senhora de Fátima                                                                             ","8985/2014","04/11/2018","Vigente",84.87,2016-04-04,2018-04-05,NA,"Projeto 1 Convencional","Educação Básica","Construção",1927667.97,15.0000001929793
1001738,"CRECHE DO BAIRRO CANAFÍSTULA - Arapiraca - AL","Paralisada","Em relação à data prevista de conclusão da obra","Arapiraca","AL","57302175","Rua José Jaime Alves dos Santos","Canafístula                                                                                         ","5357/2013","13/07/2018","Vigente",81.09,2013-12-17,2018-04-05,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1380361.8,80.004923346908
1009509,"EMEF BRASIL GRANDE - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","BR.230(TRANSAMAZONICA)","ZONA RURAL                                                                                          ","22299/2014","30/12/2018","Vigente",85.54,2017-09-15,2018-04-05,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",245498.77,49.999997209762
1009505,"EMEF EUZEBIO DE QUEIROZ - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","BR.230(TRANSAMAZONICA)","ZONA RURAL                                                                                          ","22299/2014","30/12/2018","Vigente",76,2017-09-15,2018-04-05,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",245497.21,74.9999998879824
1009517,"EMEF MONTEIRO LOBATO - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","VICINAL VIROLA JATOBÁ","VILA MUTUN                                                                                          ","22299/2014","30/12/2018","Vigente",66.44,2017-09-15,2018-04-05,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",245498.77,64.9999988166947
1006886,"Terreno da Creche Municipal","Execução","Em relação à data prevista de conclusão da obra","Moita Bonita","SE","49560000","Rua Nossa Senhora de Lourdes","Centro                                                                                              ","7359/2013","30/06/2019","Vigente",39.18,2016-01-15,2018-04-05,NA,"Projeto 2 Convencional","Educação Básica","Construção",1181161.45,37.0023259983653
1006381,"PAC 2 - CRECHE/PRÉ-ESCOLA  001-ALTO BONITO - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","RUA PAULO BELO","ALTO BONITO                                                                                         ","7044/2013","31/12/2018","Vigente",0.02,2014-11-05,2018-04-05,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1829374.01,14.9999999180047
1009492,"Lagoa da Esperança - Santo Amaro do Maranhão - MA","Execução","Em relação à data prevista de conclusão da obra","Santo Amaro do Maranhão","MA","65195000","POVOADO LAGOA DA ESPERANÇA","ZONA RURAL                                                                                          ","22650/2014","05/10/2018","Vigente",76.13,2017-04-06,2018-04-05,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244872,45.0000004410468
24614,"EMEI PORTO SEGURO","Execução","Em relação à data prevista de conclusão da obra","Gravataí","RS","94010000","RUA 3 (Rua Curumim) ESQ. RUA 6","LOTEAMENTO RESIDENCIAL PORTO SEGURO","5569/2013","24/02/2019","Vigente",39.19,2017-02-24,2018-04-05,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1506646.31,31.9914413091418
1003063,"Centro Educacional II São Caitano - São Caitano - PE","Execução","Em relação à data prevista de conclusão da obra","São Caitano","PE","55130000","Loteamento Carlos Bezerra","Centro                                                                                              ","17572/2014","27/06/2018","Vigente",46.65,2015-06-25,2018-04-05,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",960647.37,44.9999992343705
1012818,"Creche do Jardim das Torres","Execução","Em relação à data prevista de conclusão da obra","Mandaguari","PR","86975000","Rua José Francisco da Matta","Jardim das Torres                                                                                   ","8982/2014","06/09/2018","Vigente",90.66,2015-10-05,2018-04-05,NA,"Projeto 2 Convencional","Educação Básica","Construção",1267584.71,72.9999996273227
19056,"Santa Rita de Cássia","Execução","Em relação à data prevista de conclusão da obra","Jaraguari","MS","79440000","RUA GOIAS","Centro                                                                                              ","4047/2013","12/08/2018","Vigente",63.12,2016-04-27,2018-04-05,NA,"Projeto 2 Convencional","Educação Básica","Construção",1252740.27,60.0010544484234
11747,"700135 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - AREZ/RN","Paralisada","Em relação à data prevista de conclusão da obra","Arês","RN","59170000","Rua Pedro Marinho","Centro","700135/2010",NA,"Vigente",68.6,2011-08-16,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1310194.59,NA
11255,"658393 - Construção Escola Padrão SECTEC/MA - Brasil Profissionalizado - Construção - Coroatá/MA","Execução","Em relação à data prevista de conclusão da obra","Coroatá","MA",NA,NA,NA,"658393/2009",NA,"Vigente",92.05,2012-09-03,2018-04-04,NA,"Escola com Projeto elaborado pelo proponente","Educação Básica","Construção",0,NA
1009529,"EMEF SÃO LUCAS - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","VICINAL SÃO LUCAS","ZONA RURAL                                                                                          ","22299/2014","30/12/2018","Vigente",39,2017-09-15,2018-04-04,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133024.63,49.999996917864
1002937,"SANCA - Muritiba - BA","Paralisada","Em relação à data prevista de conclusão da obra","Muritiba","BA","44340000","Localidade do Sanca","Centro                                                                                              ","16925/2014","24/07/2018","Vigente",24.69,2014-06-26,2018-04-04,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",888955.67,23.9999998587106
1015241,"E.M. Povoado Passa Bem - Arari - MA","Execução","Em relação à data prevista de conclusão da obra","Arari","MA","65480000","Rua Principal","Rural                                                                                               ","30029/2014","30/11/2018","Vigente",94.5,2016-08-12,2018-04-04,NA,"Espaço Educativo - 02 Salas","Educação Básica","Construção",236523.79,72.999997475941
25214,"CEI Lot. Nova Vila","Execução","Em relação à data prevista de conclusão da obra","Joinville","SC","89237505","Rua Rolando Gurske","Vila Nova","3104/2012","01/09/2018","Vigente",64.45,2014-12-19,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1410751.38,49.9999998794968
1009985,"NOVO PRÉDIO ESCOLAR - TABOQUINHA - Viseu - PA","Execução","Em relação à data prevista de conclusão da obra","Viseu","PA","68620000","RUA PRINCIPAL","Centro                                                                                              ","22342/2014","31/08/2018","Vigente",64.06,2014-06-03,2018-04-04,NA,"Espaço Educativo - 04 Salas","Educação Básica","Construção",939295.09,55.9999990060631
1001478,"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Novo Triunfo - BA","Paralisada","Em relação à data prevista de conclusão da obra","Novo Triunfo","BA","48455000","Travessa da Nação","Centro                                                                                              ","5116/2013","26/06/2018","Vigente",55.3,2013-10-08,2018-04-04,NA,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1612887,50
1009085,"CRECHE SÃO RAIMUNDO","Execução","Em relação à data prevista de conclusão da obra","São Luís","MA","65000000","RUA 03","SÃO RAIMUNDO                                                                                        ","9059/2014","01/05/2019","Vigente",27.15,2016-05-11,2018-04-04,NA,"Projeto 2 Convencional","Educação Básica","Construção",1209031.22,33.0865756419217
25509,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data prevista de conclusão da obra","Aquidauana","MS","79200000","Rua Salviano de Oliveira - Quadra 575","Vila Pinheiro","2740/2012","27/07/2018","Vigente",88.24,2014-06-27,2018-04-04,NA,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1411757.74,85.0000001792092
1017773,"Balneário Presidente - Imbé - RS","Execução","Em relação à data prevista de conclusão da obra","Imbé","RS","95625000","Av. Brasil","Balneário Presidente","32198/2014","09/04/2019","Vigente",47.97,2015-01-06,2018-04-04,NA,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3524451.85,45.0000005246206
1017018,"SANTA TEREZA","Execução","Em relação à data prevista de conclusão da obra","São Domingos do Azeitão","MA","0000000","AVENIDA SANTA TEREZA ","SANTA TEREZA                                                                                        ","10717/2014","30/06/2018","Vigente",15.35,2016-07-11,2018-04-04,NA,"Projeto 2 Convencional","Educação Básica","Construção",1209031.22,14.9999997196102
1009511,"EMEF BOM JESUS - Anapu - PA","Execução","Em relação à data prevista de conclusão da obra","Anapu","PA","68365000","VICINAL BOM JESUS","ZONA RURAL                                                                                          ","22299/2014","30/12/2018","Vigente",36.39,2017-09-15,2018-04-04,NA,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133024.63,35.9999953752925
1016719,"Pontal do Tigre - Querência do Norte - PR","Execução","Em relação à data prevista de conclusão da obra","Querência do Norte","PR","87930000","Assentamento Pontal do Tigre","Área rural","32123/2014","20/10/2018","Vigente",47.63,2015-03-02,2018-04-04,NA,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1012271.63,39.0000005365161
